MATCH: phishing_mails/0 -> similarity=1297.00, yara_score=0.00, total=1297.00
MATCH: phishing_mails/25 -> similarity=14907.00, yara_score=0.00, total=14907.00
NO MATCH: phishing_mails/26 -> similarity=678.00, yara_score=0.00, total=678.00
MATCH: phishing_mails/27 -> similarity=781.00, yara_score=0.00, total=781.00
MATCH: phishing_mails/28 -> similarity=1120.00, yara_score=0.00, total=1120.00
NO MATCH: phishing_mails/29 -> similarity=636.00, yara_score=0.00, total=636.00
MATCH: phishing_mails/30 -> similarity=1229.00, yara_score=0.00, total=1229.00
NO MATCH: phishing_mails/31 -> similarity=323.00, yara_score=0.00, total=323.00
NO MATCH: phishing_mails/32 -> similarity=591.00, yara_score=0.00, total=591.00
MATCH: phishing_mails/33 -> similarity=876.00, yara_score=0.00, total=876.00
MATCH: phishing_mails/34 -> similarity=1255.00, yara_score=0.00, total=1255.00
MATCH: phishing_mails/35 -> similarity=716.00, yara_score=0.00, total=716.00
MATCH: phishing_mails/36 -> similarity=1357.00, yara_score=0.00, total=1357.00
NO MATCH: phishing_mails/37 -> similarity=627.00, yara_score=0.00, total=627.00
MATCH: phishing_mails/38 -> similarity=2578.00, yara_score=0.00, total=2578.00
MATCH: phishing_mails/39 -> similarity=3225.00, yara_score=0.00, total=3225.00
MATCH: phishing_mails/40 -> similarity=930.00, yara_score=0.00, total=930.00
NO MATCH: phishing_mails/41 -> similarity=533.00, yara_score=0.00, total=533.00
MATCH: phishing_mails/42 -> similarity=1034.00, yara_score=0.00, total=1034.00
MATCH: phishing_mails/43 -> similarity=4058.00, yara_score=0.00, total=4058.00
MATCH: phishing_mails/44 -> similarity=2621.00, yara_score=0.00, total=2621.00
MATCH: phishing_mails/45 -> similarity=2049.00, yara_score=0.00, total=2049.00
MATCH: phishing_mails/46 -> similarity=732.00, yara_score=0.00, total=732.00
MATCH: phishing_mails/47 -> similarity=812.00, yara_score=0.00, total=812.00
MATCH: phishing_mails/48 -> similarity=1262.00, yara_score=0.00, total=1262.00
NO MATCH: phishing_mails/49 -> similarity=499.00, yara_score=0.00, total=499.00
MATCH: phishing_mails/50 -> similarity=1025.00, yara_score=0.00, total=1025.00
MATCH: phishing_mails/51 -> similarity=1928.00, yara_score=0.00, total=1928.00
MATCH: phishing_mails/52 -> similarity=1036.00, yara_score=0.00, total=1036.00
MATCH: phishing_mails/53 -> similarity=1942.00, yara_score=0.00, total=1942.00
MATCH: phishing_mails/54 -> similarity=784.00, yara_score=0.00, total=784.00
MATCH: phishing_mails/55 -> similarity=1410.00, yara_score=0.00, total=1410.00
NO MATCH: phishing_mails/56 -> similarity=353.00, yara_score=0.00, total=353.00
MATCH: phishing_mails/57 -> similarity=2755.00, yara_score=0.00, total=2755.00
NO MATCH: phishing_mails/58 -> similarity=660.00, yara_score=0.00, total=660.00
MATCH: phishing_mails/59 -> similarity=1215.00, yara_score=0.00, total=1215.00
MATCH: phishing_mails/60 -> similarity=810.00, yara_score=0.00, total=810.00
MATCH: phishing_mails/61 -> similarity=1555.00, yara_score=0.00, total=1555.00
MATCH: phishing_mails/62 -> similarity=1071.00, yara_score=0.00, total=1071.00
MATCH: phishing_mails/63 -> similarity=813.00, yara_score=0.00, total=813.00
MATCH: phishing_mails/64 -> similarity=1265.00, yara_score=0.00, total=1265.00
NO MATCH: phishing_mails/65 -> similarity=664.00, yara_score=0.00, total=664.00
MATCH: phishing_mails/66 -> similarity=4474.00, yara_score=0.00, total=4474.00
MATCH: phishing_mails/67 -> similarity=1956.00, yara_score=0.00, total=1956.00
MATCH: phishing_mails/68 -> similarity=982.00, yara_score=0.00, total=982.00
MATCH: phishing_mails/69 -> similarity=1071.00, yara_score=0.00, total=1071.00
MATCH: phishing_mails/70 -> similarity=916.00, yara_score=0.00, total=916.00
MATCH: phishing_mails/71 -> similarity=958.00, yara_score=0.00, total=958.00
MATCH: phishing_mails/72 -> similarity=2664.00, yara_score=0.00, total=2664.00
MATCH: phishing_mails/73 -> similarity=804.00, yara_score=0.00, total=804.00
MATCH: phishing_mails/74 -> similarity=2875.00, yara_score=0.00, total=2875.00
MATCH: phishing_mails/75 -> similarity=905.00, yara_score=0.00, total=905.00
MATCH: phishing_mails/76 -> similarity=893.00, yara_score=0.00, total=893.00
NO MATCH: phishing_mails/77 -> similarity=544.00, yara_score=0.00, total=544.00
MATCH: phishing_mails/78 -> similarity=2459.00, yara_score=0.00, total=2459.00
MATCH: phishing_mails/79 -> similarity=1287.00, yara_score=0.00, total=1287.00
MATCH: phishing_mails/80 -> similarity=1592.00, yara_score=0.00, total=1592.00
MATCH: phishing_mails/81 -> similarity=1032.00, yara_score=0.00, total=1032.00
MATCH: phishing_mails/82 -> similarity=3494.00, yara_score=0.00, total=3494.00
MATCH: phishing_mails/83 -> similarity=1029.00, yara_score=0.00, total=1029.00
NO MATCH: phishing_mails/84 -> similarity=596.00, yara_score=0.00, total=596.00
NO MATCH: phishing_mails/85 -> similarity=656.00, yara_score=0.00, total=656.00
MATCH: phishing_mails/86 -> similarity=1338.00, yara_score=0.00, total=1338.00
MATCH: phishing_mails/87 -> similarity=736.00, yara_score=0.00, total=736.00
MATCH: phishing_mails/88 -> similarity=2118.00, yara_score=0.00, total=2118.00
MATCH: phishing_mails/89 -> similarity=2226.00, yara_score=0.00, total=2226.00
MATCH: phishing_mails/90 -> similarity=4693.00, yara_score=0.00, total=4693.00
MATCH: phishing_mails/91 -> similarity=2162.00, yara_score=0.00, total=2162.00
MATCH: phishing_mails/92 -> similarity=5186.00, yara_score=0.00, total=5186.00
MATCH: phishing_mails/93 -> similarity=4869.00, yara_score=0.00, total=4869.00
NO MATCH: phishing_mails/94 -> similarity=441.00, yara_score=0.00, total=441.00
MATCH: phishing_mails/95 -> similarity=2013.00, yara_score=0.00, total=2013.00
MATCH: phishing_mails/96 -> similarity=12579.00, yara_score=0.00, total=12579.00
MATCH: phishing_mails/97 -> similarity=1005.00, yara_score=0.00, total=1005.00
MATCH: phishing_mails/98 -> similarity=767.00, yara_score=0.00, total=767.00
NO MATCH: phishing_mails/99 -> similarity=642.00, yara_score=0.00, total=642.00
MATCH: phishing_mails/100 -> similarity=1425.00, yara_score=0.00, total=1425.00
MATCH: phishing_mails/101 -> similarity=1325.00, yara_score=0.00, total=1325.00
NO MATCH: phishing_mails/102 -> similarity=677.00, yara_score=0.00, total=677.00
NO MATCH: phishing_mails/103 -> similarity=645.00, yara_score=0.00, total=645.00
MATCH: phishing_mails/104 -> similarity=745.00, yara_score=0.00, total=745.00
NO MATCH: phishing_mails/105 -> similarity=563.00, yara_score=0.00, total=563.00
NO MATCH: phishing_mails/106 -> similarity=544.00, yara_score=0.00, total=544.00
MATCH: phishing_mails/107 -> similarity=1117.00, yara_score=0.00, total=1117.00
NO MATCH: phishing_mails/108 -> similarity=690.00, yara_score=0.00, total=690.00
NO MATCH: phishing_mails/109 -> similarity=634.00, yara_score=0.00, total=634.00
NO MATCH: phishing_mails/110 -> similarity=633.00, yara_score=0.00, total=633.00
MATCH: phishing_mails/111 -> similarity=2712.00, yara_score=0.00, total=2712.00
MATCH: phishing_mails/112 -> similarity=2669.00, yara_score=0.00, total=2669.00
MATCH: phishing_mails/113 -> similarity=868.00, yara_score=0.00, total=868.00
MATCH: phishing_mails/114 -> similarity=2098.00, yara_score=0.00, total=2098.00
NO MATCH: phishing_mails/115 -> similarity=593.00, yara_score=0.00, total=593.00
MATCH: phishing_mails/116 -> similarity=2739.00, yara_score=0.00, total=2739.00
NO MATCH: phishing_mails/117 -> similarity=452.00, yara_score=0.00, total=452.00
MATCH: phishing_mails/118 -> similarity=934.00, yara_score=0.00, total=934.00
MATCH: phishing_mails/119 -> similarity=1844.00, yara_score=0.00, total=1844.00
NO MATCH: phishing_mails/120 -> similarity=484.00, yara_score=0.00, total=484.00
MATCH: phishing_mails/121 -> similarity=697.00, yara_score=0.00, total=697.00
NO MATCH: phishing_mails/122 -> similarity=669.00, yara_score=0.00, total=669.00
MATCH: phishing_mails/123 -> similarity=2048.00, yara_score=0.00, total=2048.00
NO MATCH: phishing_mails/124 -> similarity=552.00, yara_score=0.00, total=552.00
MATCH: phishing_mails/125 -> similarity=1044.00, yara_score=0.00, total=1044.00
NO MATCH: phishing_mails/126 -> similarity=446.00, yara_score=0.00, total=446.00
NO MATCH: phishing_mails/127 -> similarity=651.00, yara_score=0.00, total=651.00
MATCH: phishing_mails/128 -> similarity=1074.00, yara_score=0.00, total=1074.00
MATCH: phishing_mails/129 -> similarity=2326.00, yara_score=0.00, total=2326.00
MATCH: phishing_mails/130 -> similarity=2816.00, yara_score=0.00, total=2816.00
NO MATCH: phishing_mails/131 -> similarity=668.00, yara_score=0.00, total=668.00
MATCH: phishing_mails/132 -> similarity=7853.00, yara_score=0.00, total=7853.00
MATCH: phishing_mails/133 -> similarity=1611.00, yara_score=0.00, total=1611.00
MATCH: phishing_mails/134 -> similarity=4486.00, yara_score=0.00, total=4486.00
MATCH: phishing_mails/135 -> similarity=1444.00, yara_score=0.00, total=1444.00
MATCH: phishing_mails/136 -> similarity=1018.00, yara_score=0.00, total=1018.00
MATCH: phishing_mails/137 -> similarity=1313.00, yara_score=0.00, total=1313.00
MATCH: phishing_mails/138 -> similarity=1024.00, yara_score=0.00, total=1024.00
MATCH: phishing_mails/139 -> similarity=979.00, yara_score=0.00, total=979.00
MATCH: phishing_mails/140 -> similarity=816.00, yara_score=0.00, total=816.00
MATCH: phishing_mails/141 -> similarity=1002.00, yara_score=0.00, total=1002.00
NO MATCH: phishing_mails/142 -> similarity=543.00, yara_score=0.00, total=543.00
NO MATCH: phishing_mails/143 -> similarity=454.00, yara_score=0.00, total=454.00
NO MATCH: phishing_mails/144 -> similarity=660.00, yara_score=0.00, total=660.00
MATCH: phishing_mails/145 -> similarity=1910.00, yara_score=0.00, total=1910.00
MATCH: phishing_mails/146 -> similarity=834.00, yara_score=0.00, total=834.00
NO MATCH: phishing_mails/147 -> similarity=683.00, yara_score=0.00, total=683.00
NO MATCH: phishing_mails/148 -> similarity=336.00, yara_score=0.00, total=336.00
MATCH: phishing_mails/149 -> similarity=1067.00, yara_score=0.00, total=1067.00
MATCH: phishing_mails/150 -> similarity=766.00, yara_score=0.00, total=766.00
MATCH: phishing_mails/151 -> similarity=2652.00, yara_score=0.00, total=2652.00
MATCH: phishing_mails/152 -> similarity=1501.00, yara_score=0.00, total=1501.00
MATCH: phishing_mails/153 -> similarity=1722.00, yara_score=0.00, total=1722.00
NO MATCH: phishing_mails/154 -> similarity=433.00, yara_score=0.00, total=433.00
NO MATCH: phishing_mails/155 -> similarity=521.00, yara_score=0.00, total=521.00
MATCH: phishing_mails/156 -> similarity=2449.00, yara_score=0.00, total=2449.00
MATCH: phishing_mails/157 -> similarity=752.00, yara_score=0.00, total=752.00
MATCH: phishing_mails/158 -> similarity=5786.00, yara_score=0.00, total=5786.00
NO MATCH: phishing_mails/159 -> similarity=610.00, yara_score=0.00, total=610.00
MATCH: phishing_mails/160 -> similarity=1513.00, yara_score=0.00, total=1513.00
MATCH: phishing_mails/161 -> similarity=1946.00, yara_score=0.00, total=1946.00
MATCH: phishing_mails/162 -> similarity=2064.00, yara_score=0.00, total=2064.00
NO MATCH: phishing_mails/163 -> similarity=659.00, yara_score=0.00, total=659.00
MATCH: phishing_mails/164 -> similarity=977.00, yara_score=0.00, total=977.00
MATCH: phishing_mails/165 -> similarity=755.00, yara_score=0.00, total=755.00
MATCH: phishing_mails/166 -> similarity=1597.00, yara_score=0.00, total=1597.00
MATCH: phishing_mails/167 -> similarity=2002.00, yara_score=0.00, total=2002.00
MATCH: phishing_mails/168 -> similarity=757.00, yara_score=0.00, total=757.00
MATCH: phishing_mails/169 -> similarity=1138.00, yara_score=0.00, total=1138.00
MATCH: phishing_mails/170 -> similarity=694.00, yara_score=0.00, total=694.00
MATCH: phishing_mails/171 -> similarity=2454.00, yara_score=0.00, total=2454.00
MATCH: phishing_mails/172 -> similarity=2655.00, yara_score=0.00, total=2655.00
MATCH: phishing_mails/173 -> similarity=4379.00, yara_score=0.00, total=4379.00
MATCH: phishing_mails/174 -> similarity=1014.00, yara_score=0.00, total=1014.00
NO MATCH: phishing_mails/175 -> similarity=574.00, yara_score=0.00, total=574.00
MATCH: phishing_mails/176 -> similarity=966.00, yara_score=0.00, total=966.00
MATCH: phishing_mails/177 -> similarity=1895.00, yara_score=0.00, total=1895.00
MATCH: phishing_mails/178 -> similarity=1204.00, yara_score=0.00, total=1204.00
MATCH: phishing_mails/179 -> similarity=3102.00, yara_score=0.00, total=3102.00
MATCH: phishing_mails/180 -> similarity=3107.00, yara_score=0.00, total=3107.00
MATCH: phishing_mails/181 -> similarity=293069.04, yara_score=0.00, total=293069.04
NO MATCH: phishing_mails/182 -> similarity=504.00, yara_score=0.00, total=504.00
MATCH: phishing_mails/183 -> similarity=977.00, yara_score=0.00, total=977.00
MATCH: phishing_mails/184 -> similarity=2159.00, yara_score=0.00, total=2159.00
MATCH: phishing_mails/185 -> similarity=1054.00, yara_score=0.00, total=1054.00
MATCH: phishing_mails/186 -> similarity=1091.00, yara_score=0.00, total=1091.00
MATCH: phishing_mails/187 -> similarity=2270.00, yara_score=0.00, total=2270.00
MATCH: phishing_mails/188 -> similarity=2143.00, yara_score=0.00, total=2143.00
NO MATCH: phishing_mails/189 -> similarity=670.00, yara_score=0.00, total=670.00
MATCH: phishing_mails/190 -> similarity=767.00, yara_score=0.00, total=767.00
NO MATCH: phishing_mails/191 -> similarity=489.00, yara_score=0.00, total=489.00
NO MATCH: phishing_mails/192 -> similarity=439.00, yara_score=0.00, total=439.00
MATCH: phishing_mails/193 -> similarity=1100.00, yara_score=0.00, total=1100.00
MATCH: phishing_mails/194 -> similarity=1318.00, yara_score=0.00, total=1318.00
MATCH: phishing_mails/195 -> similarity=1151.00, yara_score=0.00, total=1151.00
MATCH: phishing_mails/196 -> similarity=56329.01, yara_score=0.00, total=56329.01
NO MATCH: phishing_mails/197 -> similarity=668.00, yara_score=0.00, total=668.00
NO MATCH: phishing_mails/198 -> similarity=669.00, yara_score=0.00, total=669.00
MATCH: phishing_mails/199 -> similarity=729.00, yara_score=0.00, total=729.00
MATCH: phishing_mails/200 -> similarity=3136.00, yara_score=0.00, total=3136.00
NO MATCH: phishing_mails/201 -> similarity=672.00, yara_score=0.00, total=672.00
MATCH: phishing_mails/202 -> similarity=822.00, yara_score=0.00, total=822.00
MATCH: phishing_mails/203 -> similarity=1171.00, yara_score=0.00, total=1171.00
MATCH: phishing_mails/204 -> similarity=750.00, yara_score=0.00, total=750.00
MATCH: phishing_mails/205 -> similarity=1645.00, yara_score=0.00, total=1645.00
MATCH: phishing_mails/206 -> similarity=2270.00, yara_score=0.00, total=2270.00
MATCH: phishing_mails/207 -> similarity=1143.00, yara_score=0.00, total=1143.00
MATCH: phishing_mails/208 -> similarity=2176.00, yara_score=0.00, total=2176.00
MATCH: phishing_mails/209 -> similarity=1940.00, yara_score=0.00, total=1940.00
MATCH: phishing_mails/210 -> similarity=943.00, yara_score=0.00, total=943.00
NO MATCH: phishing_mails/211 -> similarity=550.00, yara_score=0.00, total=550.00
MATCH: phishing_mails/212 -> similarity=939.00, yara_score=0.00, total=939.00
MATCH: phishing_mails/213 -> similarity=743.00, yara_score=0.00, total=743.00
NO MATCH: phishing_mails/214 -> similarity=323.00, yara_score=0.00, total=323.00
MATCH: phishing_mails/215 -> similarity=861.00, yara_score=0.00, total=861.00
MATCH: phishing_mails/216 -> similarity=1416.00, yara_score=0.00, total=1416.00
MATCH: phishing_mails/217 -> similarity=1492.00, yara_score=0.00, total=1492.00
MATCH: phishing_mails/218 -> similarity=2088.00, yara_score=0.00, total=2088.00
NO MATCH: phishing_mails/219 -> similarity=533.00, yara_score=0.00, total=533.00
NO MATCH: phishing_mails/220 -> similarity=519.00, yara_score=0.00, total=519.00
NO MATCH: phishing_mails/221 -> similarity=649.00, yara_score=0.00, total=649.00
MATCH: phishing_mails/222 -> similarity=1469.00, yara_score=0.00, total=1469.00
MATCH: phishing_mails/223 -> similarity=6826.00, yara_score=0.00, total=6826.00
MATCH: phishing_mails/224 -> similarity=1918.00, yara_score=0.00, total=1918.00
MATCH: phishing_mails/225 -> similarity=2042.00, yara_score=0.00, total=2042.00
NO MATCH: phishing_mails/226 -> similarity=617.00, yara_score=0.00, total=617.00
MATCH: phishing_mails/227 -> similarity=1135.00, yara_score=0.00, total=1135.00
MATCH: phishing_mails/228 -> similarity=808.00, yara_score=0.00, total=808.00
MATCH: phishing_mails/229 -> similarity=875.00, yara_score=0.00, total=875.00
MATCH: phishing_mails/230 -> similarity=1498.00, yara_score=0.00, total=1498.00
NO MATCH: phishing_mails/231 -> similarity=415.00, yara_score=0.00, total=415.00
NO MATCH: phishing_mails/232 -> similarity=518.00, yara_score=0.00, total=518.00
MATCH: phishing_mails/233 -> similarity=781.00, yara_score=0.00, total=781.00
MATCH: phishing_mails/234 -> similarity=1463.00, yara_score=0.00, total=1463.00
MATCH: phishing_mails/235 -> similarity=9562.00, yara_score=0.00, total=9562.00
MATCH: phishing_mails/236 -> similarity=2716.00, yara_score=0.00, total=2716.00
NO MATCH: phishing_mails/237 -> similarity=442.00, yara_score=0.00, total=442.00
NO MATCH: phishing_mails/238 -> similarity=676.00, yara_score=0.00, total=676.00
MATCH: phishing_mails/239 -> similarity=944.00, yara_score=0.00, total=944.00
MATCH: phishing_mails/240 -> similarity=871.00, yara_score=0.00, total=871.00
MATCH: phishing_mails/241 -> similarity=3167.00, yara_score=0.00, total=3167.00
MATCH: phishing_mails/242 -> similarity=1017.00, yara_score=0.00, total=1017.00
MATCH: phishing_mails/243 -> similarity=948.00, yara_score=0.00, total=948.00
MATCH: phishing_mails/244 -> similarity=816.00, yara_score=0.00, total=816.00
NO MATCH: phishing_mails/245 -> similarity=681.00, yara_score=0.00, total=681.00
MATCH: phishing_mails/246 -> similarity=1045.00, yara_score=0.00, total=1045.00
MATCH: phishing_mails/247 -> similarity=1063.00, yara_score=0.00, total=1063.00
MATCH: phishing_mails/248 -> similarity=2097.00, yara_score=0.00, total=2097.00
MATCH: phishing_mails/249 -> similarity=830.00, yara_score=0.00, total=830.00
MATCH: phishing_mails/250 -> similarity=1473.00, yara_score=0.00, total=1473.00
NO MATCH: phishing_mails/251 -> similarity=416.00, yara_score=0.00, total=416.00
MATCH: phishing_mails/252 -> similarity=803.00, yara_score=0.00, total=803.00
MATCH: phishing_mails/253 -> similarity=2056.00, yara_score=0.00, total=2056.00
MATCH: phishing_mails/254 -> similarity=879.00, yara_score=0.00, total=879.00
MATCH: phishing_mails/255 -> similarity=957.00, yara_score=0.00, total=957.00
MATCH: phishing_mails/256 -> similarity=2275.00, yara_score=0.00, total=2275.00
NO MATCH: phishing_mails/257 -> similarity=534.00, yara_score=0.00, total=534.00
NO MATCH: phishing_mails/258 -> similarity=540.00, yara_score=0.00, total=540.00
MATCH: phishing_mails/259 -> similarity=1517.00, yara_score=0.00, total=1517.00
MATCH: phishing_mails/260 -> similarity=3500.00, yara_score=0.00, total=3500.00
MATCH: phishing_mails/261 -> similarity=1124.00, yara_score=0.00, total=1124.00
NO MATCH: phishing_mails/262 -> similarity=559.00, yara_score=0.00, total=559.00
MATCH: phishing_mails/263 -> similarity=1485.00, yara_score=0.00, total=1485.00
MATCH: phishing_mails/264 -> similarity=2641.00, yara_score=0.00, total=2641.00
MATCH: phishing_mails/265 -> similarity=1890.00, yara_score=0.00, total=1890.00
MATCH: phishing_mails/266 -> similarity=2030.00, yara_score=0.00, total=2030.00
MATCH: phishing_mails/267 -> similarity=1198.00, yara_score=0.00, total=1198.00
MATCH: phishing_mails/268 -> similarity=1189.00, yara_score=0.00, total=1189.00
NO MATCH: phishing_mails/269 -> similarity=691.00, yara_score=0.00, total=691.00
NO MATCH: phishing_mails/270 -> similarity=624.00, yara_score=0.00, total=624.00
MATCH: phishing_mails/271 -> similarity=1428.00, yara_score=0.00, total=1428.00
NO MATCH: phishing_mails/272 -> similarity=466.00, yara_score=0.00, total=466.00
MATCH: phishing_mails/273 -> similarity=2683.00, yara_score=0.00, total=2683.00
NO MATCH: phishing_mails/274 -> similarity=539.00, yara_score=0.00, total=539.00
NO MATCH: phishing_mails/275 -> similarity=658.00, yara_score=0.00, total=658.00
MATCH: phishing_mails/276 -> similarity=2327.00, yara_score=0.00, total=2327.00
MATCH: phishing_mails/277 -> similarity=3659.00, yara_score=0.00, total=3659.00
MATCH: phishing_mails/278 -> similarity=2098.00, yara_score=0.00, total=2098.00
MATCH: phishing_mails/279 -> similarity=1007.00, yara_score=0.00, total=1007.00
NO MATCH: phishing_mails/280 -> similarity=581.00, yara_score=0.00, total=581.00
NO MATCH: phishing_mails/281 -> similarity=337.00, yara_score=0.00, total=337.00
MATCH: phishing_mails/282 -> similarity=1032.00, yara_score=0.00, total=1032.00
NO MATCH: phishing_mails/283 -> similarity=514.00, yara_score=0.00, total=514.00
MATCH: phishing_mails/284 -> similarity=949.00, yara_score=0.00, total=949.00
MATCH: phishing_mails/285 -> similarity=1105.00, yara_score=0.00, total=1105.00
MATCH: phishing_mails/286 -> similarity=995.00, yara_score=0.00, total=995.00
NO MATCH: phishing_mails/287 -> similarity=292.00, yara_score=0.00, total=292.00
MATCH: phishing_mails/288 -> similarity=45224.01, yara_score=0.00, total=45224.01
MATCH: phishing_mails/289 -> similarity=862.00, yara_score=0.00, total=862.00
NO MATCH: phishing_mails/290 -> similarity=638.00, yara_score=0.00, total=638.00
MATCH: phishing_mails/291 -> similarity=869.00, yara_score=0.00, total=869.00
NO MATCH: phishing_mails/292 -> similarity=602.00, yara_score=0.00, total=602.00
MATCH: phishing_mails/293 -> similarity=1113.00, yara_score=0.00, total=1113.00
MATCH: phishing_mails/294 -> similarity=2314.00, yara_score=0.00, total=2314.00
MATCH: phishing_mails/295 -> similarity=1946.00, yara_score=0.00, total=1946.00
MATCH: phishing_mails/296 -> similarity=7033.00, yara_score=0.00, total=7033.00
MATCH: phishing_mails/297 -> similarity=74154.01, yara_score=0.00, total=74154.01
MATCH: phishing_mails/298 -> similarity=1131.00, yara_score=0.00, total=1131.00
MATCH: phishing_mails/299 -> similarity=1288.00, yara_score=0.00, total=1288.00
MATCH: phishing_mails/300 -> similarity=766.00, yara_score=0.00, total=766.00
MATCH: phishing_mails/301 -> similarity=1379.00, yara_score=0.00, total=1379.00
MATCH: phishing_mails/302 -> similarity=4564.00, yara_score=0.00, total=4564.00
NO MATCH: phishing_mails/303 -> similarity=609.00, yara_score=0.00, total=609.00
NO MATCH: phishing_mails/304 -> similarity=536.00, yara_score=0.00, total=536.00
NO MATCH: phishing_mails/305 -> similarity=575.00, yara_score=0.00, total=575.00
NO MATCH: phishing_mails/306 -> similarity=651.00, yara_score=0.00, total=651.00
MATCH: phishing_mails/307 -> similarity=1793.00, yara_score=0.00, total=1793.00
NO MATCH: phishing_mails/308 -> similarity=651.00, yara_score=0.00, total=651.00
NO MATCH: phishing_mails/309 -> similarity=688.00, yara_score=0.00, total=688.00
NO MATCH: phishing_mails/310 -> similarity=446.00, yara_score=0.00, total=446.00
MATCH: phishing_mails/311 -> similarity=1171.00, yara_score=0.00, total=1171.00
MATCH: phishing_mails/312 -> similarity=998.00, yara_score=0.00, total=998.00
MATCH: phishing_mails/313 -> similarity=1315.00, yara_score=0.00, total=1315.00
MATCH: phishing_mails/314 -> similarity=3121.00, yara_score=0.00, total=3121.00
MATCH: phishing_mails/315 -> similarity=1701.00, yara_score=0.00, total=1701.00
NO MATCH: phishing_mails/316 -> similarity=588.00, yara_score=0.00, total=588.00
MATCH: phishing_mails/317 -> similarity=2149.00, yara_score=0.00, total=2149.00
NO MATCH: phishing_mails/318 -> similarity=400.00, yara_score=0.00, total=400.00
MATCH: phishing_mails/319 -> similarity=831.00, yara_score=0.00, total=831.00
MATCH: phishing_mails/320 -> similarity=1984.00, yara_score=0.00, total=1984.00
MATCH: phishing_mails/321 -> similarity=996.00, yara_score=0.00, total=996.00
MATCH: phishing_mails/322 -> similarity=1025.00, yara_score=0.00, total=1025.00
MATCH: phishing_mails/323 -> similarity=2594.00, yara_score=0.00, total=2594.00
NO MATCH: phishing_mails/324 -> similarity=545.00, yara_score=0.00, total=545.00
MATCH: phishing_mails/325 -> similarity=2213.00, yara_score=0.00, total=2213.00
MATCH: phishing_mails/326 -> similarity=751.00, yara_score=0.00, total=751.00
MATCH: phishing_mails/327 -> similarity=1913.00, yara_score=0.00, total=1913.00
NO MATCH: phishing_mails/328 -> similarity=602.00, yara_score=0.00, total=602.00
MATCH: phishing_mails/329 -> similarity=2672.00, yara_score=0.00, total=2672.00
MATCH: phishing_mails/330 -> similarity=695.00, yara_score=0.00, total=695.00
NO MATCH: phishing_mails/331 -> similarity=568.00, yara_score=0.00, total=568.00
MATCH: phishing_mails/332 -> similarity=1039.00, yara_score=0.00, total=1039.00
MATCH: phishing_mails/333 -> similarity=1644.00, yara_score=0.00, total=1644.00
NO MATCH: phishing_mails/334 -> similarity=474.00, yara_score=0.00, total=474.00
MATCH: phishing_mails/335 -> similarity=2702.00, yara_score=0.00, total=2702.00
MATCH: phishing_mails/336 -> similarity=803.00, yara_score=0.00, total=803.00
MATCH: phishing_mails/337 -> similarity=1604.00, yara_score=0.00, total=1604.00
MATCH: phishing_mails/338 -> similarity=1443.00, yara_score=0.00, total=1443.00
NO MATCH: phishing_mails/339 -> similarity=495.00, yara_score=0.00, total=495.00
NO MATCH: phishing_mails/340 -> similarity=502.00, yara_score=0.00, total=502.00
NO MATCH: phishing_mails/341 -> similarity=462.00, yara_score=0.00, total=462.00
NO MATCH: phishing_mails/342 -> similarity=641.00, yara_score=0.00, total=641.00
