MATCH: phishing_mails/0 -> similarity=1432.00, yara_score=0.00, total=1432.00
MATCH: phishing_mails/94 -> similarity=1076.00, yara_score=0.00, total=1076.00
MATCH: phishing_mails/95 -> similarity=1266.00, yara_score=0.00, total=1266.00
NO MATCH: phishing_mails/96 -> similarity=401.00, yara_score=0.00, total=401.00
MATCH: phishing_mails/97 -> similarity=543.00, yara_score=0.00, total=543.00
MATCH: phishing_mails/98 -> similarity=1220.00, yara_score=0.00, total=1220.00
MATCH: phishing_mails/99 -> similarity=1305.00, yara_score=0.00, total=1305.00
MATCH: phishing_mails/100 -> similarity=1015.00, yara_score=0.00, total=1015.00
MATCH: phishing_mails/101 -> similarity=1474.00, yara_score=0.00, total=1474.00
MATCH: phishing_mails/102 -> similarity=841.00, yara_score=0.00, total=841.00
NO MATCH: phishing_mails/103 -> similarity=439.00, yara_score=0.00, total=439.00
MATCH: phishing_mails/104 -> similarity=595.00, yara_score=0.00, total=595.00
MATCH: phishing_mails/105 -> similarity=922.00, yara_score=0.00, total=922.00
NO MATCH: phishing_mails/106 -> similarity=420.00, yara_score=0.00, total=420.00
NO MATCH: phishing_mails/107 -> similarity=460.00, yara_score=0.00, total=460.00
MATCH: phishing_mails/108 -> similarity=564.00, yara_score=0.00, total=564.00
MATCH: phishing_mails/109 -> similarity=528.00, yara_score=0.00, total=528.00
NO MATCH: phishing_mails/110 -> similarity=260.00, yara_score=0.00, total=260.00
NO MATCH: phishing_mails/111 -> similarity=323.00, yara_score=0.00, total=323.00
NO MATCH: phishing_mails/112 -> similarity=325.00, yara_score=0.00, total=325.00
MATCH: phishing_mails/113 -> similarity=931.00, yara_score=0.00, total=931.00
NO MATCH: phishing_mails/114 -> similarity=316.00, yara_score=0.00, total=316.00
MATCH: phishing_mails/115 -> similarity=562.00, yara_score=0.00, total=562.00
MATCH: phishing_mails/116 -> similarity=1193.00, yara_score=0.00, total=1193.00
NO MATCH: phishing_mails/117 -> similarity=409.00, yara_score=0.00, total=409.00
NO MATCH: phishing_mails/118 -> similarity=359.00, yara_score=0.00, total=359.00
NO MATCH: phishing_mails/119 -> similarity=389.00, yara_score=0.00, total=389.00
MATCH: phishing_mails/120 -> similarity=475.00, yara_score=0.00, total=475.00
MATCH: phishing_mails/121 -> similarity=683.00, yara_score=0.00, total=683.00
MATCH: phishing_mails/122 -> similarity=501.00, yara_score=0.00, total=501.00
MATCH: phishing_mails/123 -> similarity=685.00, yara_score=0.00, total=685.00
NO MATCH: phishing_mails/124 -> similarity=410.00, yara_score=0.00, total=410.00
NO MATCH: phishing_mails/125 -> similarity=293.00, yara_score=0.00, total=293.00
MATCH: phishing_mails/126 -> similarity=1350.00, yara_score=0.00, total=1350.00
MATCH: phishing_mails/127 -> similarity=1304.00, yara_score=0.00, total=1304.00
NO MATCH: phishing_mails/128 -> similarity=408.00, yara_score=0.00, total=408.00
MATCH: phishing_mails/129 -> similarity=1680.00, yara_score=0.00, total=1680.00
NO MATCH: phishing_mails/130 -> similarity=444.00, yara_score=0.00, total=444.00
NO MATCH: phishing_mails/131 -> similarity=354.00, yara_score=0.00, total=354.00
MATCH: phishing_mails/132 -> similarity=833.00, yara_score=0.00, total=833.00
MATCH: phishing_mails/133 -> similarity=501.00, yara_score=0.00, total=501.00
MATCH: phishing_mails/134 -> similarity=651.00, yara_score=0.00, total=651.00
NO MATCH: phishing_mails/135 -> similarity=198.00, yara_score=0.00, total=198.00
MATCH: phishing_mails/136 -> similarity=1304.00, yara_score=0.00, total=1304.00
MATCH: phishing_mails/137 -> similarity=1351.00, yara_score=0.00, total=1351.00
MATCH: phishing_mails/138 -> similarity=1332.00, yara_score=0.00, total=1332.00
MATCH: phishing_mails/139 -> similarity=471.00, yara_score=0.00, total=471.00
MATCH: phishing_mails/140 -> similarity=564.00, yara_score=0.00, total=564.00
MATCH: phishing_mails/141 -> similarity=721.00, yara_score=0.00, total=721.00
MATCH: phishing_mails/142 -> similarity=1284.00, yara_score=0.00, total=1284.00
NO MATCH: phishing_mails/143 -> similarity=434.00, yara_score=0.00, total=434.00
MATCH: phishing_mails/144 -> similarity=700.00, yara_score=0.00, total=700.00
MATCH: phishing_mails/145 -> similarity=858.00, yara_score=0.00, total=858.00
MATCH: phishing_mails/146 -> similarity=551.00, yara_score=0.00, total=551.00
MATCH: phishing_mails/147 -> similarity=1296.00, yara_score=0.00, total=1296.00
MATCH: phishing_mails/148 -> similarity=888.00, yara_score=0.00, total=888.00
NO MATCH: phishing_mails/149 -> similarity=402.00, yara_score=0.00, total=402.00
MATCH: phishing_mails/150 -> similarity=603.00, yara_score=0.00, total=603.00
MATCH: phishing_mails/151 -> similarity=1336.00, yara_score=0.00, total=1336.00
MATCH: phishing_mails/152 -> similarity=642.00, yara_score=0.00, total=642.00
MATCH: phishing_mails/153 -> similarity=1019.00, yara_score=0.00, total=1019.00
MATCH: phishing_mails/154 -> similarity=1298.00, yara_score=0.00, total=1298.00
NO MATCH: phishing_mails/155 -> similarity=464.00, yara_score=0.00, total=464.00
NO MATCH: phishing_mails/156 -> similarity=429.00, yara_score=0.00, total=429.00
MATCH: phishing_mails/157 -> similarity=1839.00, yara_score=0.00, total=1839.00
NO MATCH: phishing_mails/158 -> similarity=421.00, yara_score=0.00, total=421.00
MATCH: phishing_mails/159 -> similarity=766.00, yara_score=0.00, total=766.00
NO MATCH: phishing_mails/160 -> similarity=243.00, yara_score=0.00, total=243.00
MATCH: phishing_mails/161 -> similarity=664.00, yara_score=0.00, total=664.00
NO MATCH: phishing_mails/162 -> similarity=279.00, yara_score=0.00, total=279.00
MATCH: phishing_mails/163 -> similarity=753.00, yara_score=0.00, total=753.00
MATCH: phishing_mails/164 -> similarity=856.00, yara_score=0.00, total=856.00
MATCH: phishing_mails/165 -> similarity=1299.00, yara_score=0.00, total=1299.00
MATCH: phishing_mails/166 -> similarity=505.00, yara_score=0.00, total=505.00
NO MATCH: phishing_mails/167 -> similarity=358.00, yara_score=0.00, total=358.00
MATCH: phishing_mails/168 -> similarity=1025.00, yara_score=0.00, total=1025.00
NO MATCH: phishing_mails/169 -> similarity=301.00, yara_score=0.00, total=301.00
MATCH: phishing_mails/170 -> similarity=1178.00, yara_score=0.00, total=1178.00
MATCH: phishing_mails/171 -> similarity=2542.00, yara_score=0.00, total=2542.00
MATCH: phishing_mails/172 -> similarity=729.00, yara_score=0.00, total=729.00
MATCH: phishing_mails/173 -> similarity=507.00, yara_score=0.00, total=507.00
MATCH: phishing_mails/174 -> similarity=785.00, yara_score=0.00, total=785.00
MATCH: phishing_mails/175 -> similarity=897.00, yara_score=0.00, total=897.00
MATCH: phishing_mails/176 -> similarity=960.00, yara_score=0.00, total=960.00
MATCH: phishing_mails/177 -> similarity=1624.00, yara_score=0.00, total=1624.00
MATCH: phishing_mails/178 -> similarity=1221.00, yara_score=0.00, total=1221.00
MATCH: phishing_mails/179 -> similarity=520.00, yara_score=0.00, total=520.00
MATCH: phishing_mails/180 -> similarity=517.00, yara_score=0.00, total=517.00
MATCH: phishing_mails/181 -> similarity=924.00, yara_score=0.00, total=924.00
MATCH: phishing_mails/182 -> similarity=746.00, yara_score=0.00, total=746.00
MATCH: phishing_mails/183 -> similarity=1722.00, yara_score=0.00, total=1722.00
MATCH: phishing_mails/184 -> similarity=2797.00, yara_score=0.00, total=2797.00
MATCH: phishing_mails/185 -> similarity=1055.00, yara_score=0.00, total=1055.00
MATCH: phishing_mails/186 -> similarity=813.00, yara_score=0.00, total=813.00
MATCH: phishing_mails/187 -> similarity=1419.00, yara_score=0.00, total=1419.00
MATCH: phishing_mails/188 -> similarity=1207.00, yara_score=0.00, total=1207.00
MATCH: phishing_mails/189 -> similarity=744.00, yara_score=0.00, total=744.00
NO MATCH: phishing_mails/190 -> similarity=347.00, yara_score=0.00, total=347.00
MATCH: phishing_mails/191 -> similarity=552.00, yara_score=0.00, total=552.00
MATCH: phishing_mails/192 -> similarity=1655.00, yara_score=0.00, total=1655.00
MATCH: phishing_mails/193 -> similarity=1298.00, yara_score=0.00, total=1298.00
MATCH: phishing_mails/194 -> similarity=679.00, yara_score=0.00, total=679.00
MATCH: phishing_mails/195 -> similarity=977.00, yara_score=0.00, total=977.00
MATCH: phishing_mails/196 -> similarity=1807.00, yara_score=0.00, total=1807.00
MATCH: phishing_mails/197 -> similarity=877.00, yara_score=0.00, total=877.00
MATCH: phishing_mails/198 -> similarity=5804.00, yara_score=0.00, total=5804.00
MATCH: phishing_mails/199 -> similarity=983.00, yara_score=0.00, total=983.00
NO MATCH: phishing_mails/200 -> similarity=344.00, yara_score=0.00, total=344.00
NO MATCH: phishing_mails/201 -> similarity=440.00, yara_score=0.00, total=440.00
MATCH: phishing_mails/202 -> similarity=595.00, yara_score=0.00, total=595.00
MATCH: phishing_mails/203 -> similarity=4432.00, yara_score=0.00, total=4432.00
MATCH: phishing_mails/204 -> similarity=862.00, yara_score=0.00, total=862.00
MATCH: phishing_mails/205 -> similarity=1669.00, yara_score=0.00, total=1669.00
NO MATCH: phishing_mails/206 -> similarity=323.00, yara_score=0.00, total=323.00
MATCH: phishing_mails/207 -> similarity=889.00, yara_score=0.00, total=889.00
MATCH: phishing_mails/208 -> similarity=1704.00, yara_score=0.00, total=1704.00
MATCH: phishing_mails/209 -> similarity=1543.00, yara_score=0.00, total=1543.00
MATCH: phishing_mails/210 -> similarity=639.00, yara_score=0.00, total=639.00
NO MATCH: phishing_mails/211 -> similarity=409.00, yara_score=0.00, total=409.00
MATCH: phishing_mails/212 -> similarity=2836.00, yara_score=0.00, total=2836.00
NO MATCH: phishing_mails/213 -> similarity=208.00, yara_score=0.00, total=208.00
NO MATCH: phishing_mails/214 -> similarity=291.00, yara_score=0.00, total=291.00
MATCH: phishing_mails/215 -> similarity=773.00, yara_score=0.00, total=773.00
MATCH: phishing_mails/216 -> similarity=531.00, yara_score=0.00, total=531.00
MATCH: phishing_mails/217 -> similarity=680.00, yara_score=0.00, total=680.00
MATCH: phishing_mails/218 -> similarity=568.00, yara_score=0.00, total=568.00
MATCH: phishing_mails/219 -> similarity=985.00, yara_score=0.00, total=985.00
MATCH: phishing_mails/220 -> similarity=1364.00, yara_score=0.00, total=1364.00
MATCH: phishing_mails/221 -> similarity=665.00, yara_score=0.00, total=665.00
MATCH: phishing_mails/222 -> similarity=1107.00, yara_score=0.00, total=1107.00
MATCH: phishing_mails/223 -> similarity=588.00, yara_score=0.00, total=588.00
NO MATCH: phishing_mails/224 -> similarity=328.00, yara_score=0.00, total=328.00
MATCH: phishing_mails/225 -> similarity=37146.01, yara_score=0.00, total=37146.01
MATCH: phishing_mails/226 -> similarity=1750.00, yara_score=0.00, total=1750.00
MATCH: phishing_mails/227 -> similarity=668.00, yara_score=0.00, total=668.00
MATCH: phishing_mails/228 -> similarity=639.00, yara_score=0.00, total=639.00
MATCH: phishing_mails/229 -> similarity=480.00, yara_score=0.00, total=480.00
MATCH: phishing_mails/230 -> similarity=579.00, yara_score=0.00, total=579.00
MATCH: phishing_mails/231 -> similarity=581.00, yara_score=0.00, total=581.00
NO MATCH: phishing_mails/232 -> similarity=334.00, yara_score=0.00, total=334.00
MATCH: phishing_mails/233 -> similarity=932.00, yara_score=0.00, total=932.00
MATCH: phishing_mails/234 -> similarity=794.00, yara_score=0.00, total=794.00
MATCH: phishing_mails/235 -> similarity=549.00, yara_score=0.00, total=549.00
NO MATCH: phishing_mails/236 -> similarity=314.00, yara_score=0.00, total=314.00
NO MATCH: phishing_mails/237 -> similarity=217.00, yara_score=0.00, total=217.00
MATCH: phishing_mails/238 -> similarity=1965.00, yara_score=0.00, total=1965.00
MATCH: phishing_mails/239 -> similarity=1073.00, yara_score=0.00, total=1073.00
MATCH: phishing_mails/240 -> similarity=560.00, yara_score=0.00, total=560.00
NO MATCH: phishing_mails/241 -> similarity=439.00, yara_score=0.00, total=439.00
NO MATCH: phishing_mails/242 -> similarity=442.00, yara_score=0.00, total=442.00
MATCH: phishing_mails/243 -> similarity=485.00, yara_score=0.00, total=485.00
MATCH: phishing_mails/244 -> similarity=481.00, yara_score=0.00, total=481.00
NO MATCH: phishing_mails/245 -> similarity=37.00, yara_score=0.00, total=37.00
MATCH: phishing_mails/246 -> similarity=1566.00, yara_score=0.00, total=1566.00
MATCH: phishing_mails/247 -> similarity=625.00, yara_score=0.00, total=625.00
MATCH: phishing_mails/248 -> similarity=1306.00, yara_score=0.00, total=1306.00
MATCH: phishing_mails/249 -> similarity=1535.00, yara_score=0.00, total=1535.00
MATCH: phishing_mails/250 -> similarity=854.00, yara_score=0.00, total=854.00
NO MATCH: phishing_mails/251 -> similarity=424.00, yara_score=0.00, total=424.00
MATCH: phishing_mails/252 -> similarity=541.00, yara_score=0.00, total=541.00
MATCH: phishing_mails/253 -> similarity=503.00, yara_score=0.00, total=503.00
MATCH: phishing_mails/254 -> similarity=1071.00, yara_score=0.00, total=1071.00
MATCH: phishing_mails/255 -> similarity=563.00, yara_score=0.00, total=563.00
MATCH: phishing_mails/256 -> similarity=484.00, yara_score=0.00, total=484.00
MATCH: phishing_mails/257 -> similarity=1307.00, yara_score=0.00, total=1307.00
MATCH: phishing_mails/258 -> similarity=817.00, yara_score=0.00, total=817.00
NO MATCH: phishing_mails/259 -> similarity=318.00, yara_score=0.00, total=318.00
MATCH: phishing_mails/260 -> similarity=710.00, yara_score=0.00, total=710.00
NO MATCH: phishing_mails/261 -> similarity=331.00, yara_score=0.00, total=331.00
MATCH: phishing_mails/262 -> similarity=726.00, yara_score=0.00, total=726.00
MATCH: phishing_mails/263 -> similarity=1287.00, yara_score=0.00, total=1287.00
MATCH: phishing_mails/264 -> similarity=1576.00, yara_score=0.00, total=1576.00
MATCH: phishing_mails/265 -> similarity=516.00, yara_score=0.00, total=516.00
MATCH: phishing_mails/266 -> similarity=777.00, yara_score=0.00, total=777.00
MATCH: phishing_mails/267 -> similarity=630.00, yara_score=0.00, total=630.00
MATCH: phishing_mails/268 -> similarity=694.00, yara_score=0.00, total=694.00
MATCH: phishing_mails/269 -> similarity=878.00, yara_score=0.00, total=878.00
MATCH: phishing_mails/270 -> similarity=787.00, yara_score=0.00, total=787.00
NO MATCH: phishing_mails/271 -> similarity=420.00, yara_score=0.00, total=420.00
MATCH: phishing_mails/272 -> similarity=585.00, yara_score=0.00, total=585.00
MATCH: phishing_mails/273 -> similarity=648.00, yara_score=0.00, total=648.00
MATCH: phishing_mails/274 -> similarity=538.00, yara_score=0.00, total=538.00
NO MATCH: phishing_mails/275 -> similarity=409.00, yara_score=0.00, total=409.00
MATCH: phishing_mails/276 -> similarity=1010.00, yara_score=0.00, total=1010.00
MATCH: phishing_mails/277 -> similarity=808.00, yara_score=0.00, total=808.00
MATCH: phishing_mails/278 -> similarity=710.00, yara_score=0.00, total=710.00
MATCH: phishing_mails/279 -> similarity=761.00, yara_score=0.00, total=761.00
MATCH: phishing_mails/280 -> similarity=575.00, yara_score=0.00, total=575.00
NO MATCH: phishing_mails/281 -> similarity=447.00, yara_score=0.00, total=447.00
MATCH: phishing_mails/282 -> similarity=752.00, yara_score=0.00, total=752.00
MATCH: phishing_mails/283 -> similarity=754.00, yara_score=0.00, total=754.00
MATCH: phishing_mails/284 -> similarity=501.00, yara_score=0.00, total=501.00
MATCH: phishing_mails/285 -> similarity=647.00, yara_score=0.00, total=647.00
MATCH: phishing_mails/286 -> similarity=814.00, yara_score=0.00, total=814.00
MATCH: phishing_mails/287 -> similarity=807.00, yara_score=0.00, total=807.00
NO MATCH: phishing_mails/288 -> similarity=305.00, yara_score=0.00, total=305.00
NO MATCH: phishing_mails/289 -> similarity=423.00, yara_score=0.00, total=423.00
MATCH: phishing_mails/290 -> similarity=1594.00, yara_score=0.00, total=1594.00
MATCH: phishing_mails/291 -> similarity=601.00, yara_score=0.00, total=601.00
MATCH: phishing_mails/292 -> similarity=611.00, yara_score=0.00, total=611.00
MATCH: phishing_mails/293 -> similarity=3032.00, yara_score=0.00, total=3032.00
NO MATCH: phishing_mails/294 -> similarity=297.00, yara_score=0.00, total=297.00
MATCH: phishing_mails/295 -> similarity=638.00, yara_score=0.00, total=638.00
MATCH: phishing_mails/296 -> similarity=1086.00, yara_score=0.00, total=1086.00
MATCH: phishing_mails/297 -> similarity=1147.00, yara_score=0.00, total=1147.00
NO MATCH: phishing_mails/298 -> similarity=327.00, yara_score=0.00, total=327.00
MATCH: phishing_mails/299 -> similarity=839.00, yara_score=0.00, total=839.00
MATCH: phishing_mails/300 -> similarity=587.00, yara_score=0.00, total=587.00
MATCH: phishing_mails/301 -> similarity=762.00, yara_score=0.00, total=762.00
NO MATCH: phishing_mails/302 -> similarity=370.00, yara_score=0.00, total=370.00
NO MATCH: phishing_mails/303 -> similarity=319.00, yara_score=0.00, total=319.00
NO MATCH: phishing_mails/304 -> similarity=400.00, yara_score=0.00, total=400.00
MATCH: phishing_mails/305 -> similarity=804.00, yara_score=0.00, total=804.00
MATCH: phishing_mails/306 -> similarity=551.00, yara_score=0.00, total=551.00
MATCH: phishing_mails/307 -> similarity=982.00, yara_score=0.00, total=982.00
MATCH: phishing_mails/308 -> similarity=1104.00, yara_score=0.00, total=1104.00
MATCH: phishing_mails/309 -> similarity=556.00, yara_score=0.00, total=556.00
MATCH: phishing_mails/310 -> similarity=570.00, yara_score=0.00, total=570.00
MATCH: phishing_mails/311 -> similarity=679.00, yara_score=0.00, total=679.00
NO MATCH: phishing_mails/312 -> similarity=410.00, yara_score=0.00, total=410.00
MATCH: phishing_mails/313 -> similarity=879.00, yara_score=0.00, total=879.00
MATCH: phishing_mails/314 -> similarity=3041.00, yara_score=0.00, total=3041.00
NO MATCH: phishing_mails/315 -> similarity=412.00, yara_score=0.00, total=412.00
MATCH: phishing_mails/316 -> similarity=637.00, yara_score=0.00, total=637.00
MATCH: phishing_mails/317 -> similarity=498.00, yara_score=0.00, total=498.00
MATCH: phishing_mails/318 -> similarity=701.00, yara_score=0.00, total=701.00
MATCH: phishing_mails/319 -> similarity=643.00, yara_score=0.00, total=643.00
NO MATCH: phishing_mails/320 -> similarity=332.00, yara_score=0.00, total=332.00
MATCH: phishing_mails/321 -> similarity=927.00, yara_score=0.00, total=927.00
NO MATCH: phishing_mails/322 -> similarity=367.00, yara_score=0.00, total=367.00
NO MATCH: phishing_mails/323 -> similarity=328.00, yara_score=0.00, total=328.00
MATCH: phishing_mails/324 -> similarity=603.00, yara_score=0.00, total=603.00
NO MATCH: phishing_mails/325 -> similarity=446.00, yara_score=0.00, total=446.00
MATCH: phishing_mails/326 -> similarity=541.00, yara_score=0.00, total=541.00
MATCH: phishing_mails/327 -> similarity=690.00, yara_score=0.00, total=690.00
MATCH: phishing_mails/328 -> similarity=1092.00, yara_score=0.00, total=1092.00
MATCH: phishing_mails/329 -> similarity=492.00, yara_score=0.00, total=492.00
MATCH: phishing_mails/330 -> similarity=1387.00, yara_score=0.00, total=1387.00
MATCH: phishing_mails/331 -> similarity=5838.00, yara_score=0.00, total=5838.00
MATCH: phishing_mails/332 -> similarity=1830.00, yara_score=0.00, total=1830.00
MATCH: phishing_mails/333 -> similarity=555.00, yara_score=0.00, total=555.00
MATCH: phishing_mails/334 -> similarity=1233.00, yara_score=0.00, total=1233.00
MATCH: phishing_mails/335 -> similarity=3617.00, yara_score=0.00, total=3617.00
MATCH: phishing_mails/336 -> similarity=1388.00, yara_score=0.00, total=1388.00
NO MATCH: phishing_mails/337 -> similarity=355.00, yara_score=0.00, total=355.00
MATCH: phishing_mails/338 -> similarity=552.00, yara_score=0.00, total=552.00
NO MATCH: phishing_mails/339 -> similarity=424.00, yara_score=0.00, total=424.00
MATCH: phishing_mails/340 -> similarity=10066.00, yara_score=0.00, total=10066.00
MATCH: phishing_mails/341 -> similarity=2165.00, yara_score=0.00, total=2165.00
MATCH: phishing_mails/342 -> similarity=848.00, yara_score=0.00, total=848.00
MATCH: phishing_mails/343 -> similarity=572.00, yara_score=0.00, total=572.00
MATCH: phishing_mails/344 -> similarity=884.00, yara_score=0.00, total=884.00
MATCH: phishing_mails/345 -> similarity=8377.00, yara_score=0.00, total=8377.00
MATCH: phishing_mails/346 -> similarity=40595.01, yara_score=0.00, total=40595.01
MATCH: phishing_mails/347 -> similarity=745.00, yara_score=0.00, total=745.00
