MATCH: phishing_mails/0 -> similarity=2084.00, yara_score=0.00, total=2084.00
MATCH: phishing_mails/40 -> similarity=1262.00, yara_score=0.00, total=1262.00
NO MATCH: phishing_mails/41 -> similarity=492.00, yara_score=0.00, total=492.00
MATCH: phishing_mails/42 -> similarity=1550.00, yara_score=0.00, total=1550.00
MATCH: phishing_mails/43 -> similarity=850.00, yara_score=0.00, total=850.00
NO MATCH: phishing_mails/44 -> similarity=528.00, yara_score=0.00, total=528.00
MATCH: phishing_mails/45 -> similarity=750.00, yara_score=0.00, total=750.00
NO MATCH: phishing_mails/46 -> similarity=448.00, yara_score=0.00, total=448.00
MATCH: phishing_mails/47 -> similarity=1849.00, yara_score=0.00, total=1849.00
NO MATCH: phishing_mails/48 -> similarity=312.00, yara_score=0.00, total=312.00
MATCH: phishing_mails/49 -> similarity=856.00, yara_score=0.00, total=856.00
MATCH: phishing_mails/50 -> similarity=1298.00, yara_score=0.00, total=1298.00
MATCH: phishing_mails/51 -> similarity=2465.00, yara_score=0.00, total=2465.00
NO MATCH: phishing_mails/52 -> similarity=659.00, yara_score=0.00, total=659.00
NO MATCH: phishing_mails/53 -> similarity=555.00, yara_score=0.00, total=555.00
NO MATCH: phishing_mails/54 -> similarity=584.00, yara_score=0.00, total=584.00
MATCH: phishing_mails/55 -> similarity=708.00, yara_score=0.00, total=708.00
NO MATCH: phishing_mails/56 -> similarity=663.00, yara_score=0.00, total=663.00
NO MATCH: phishing_mails/57 -> similarity=566.00, yara_score=0.00, total=566.00
NO MATCH: phishing_mails/58 -> similarity=432.00, yara_score=0.00, total=432.00
MATCH: phishing_mails/59 -> similarity=921.00, yara_score=0.00, total=921.00
MATCH: phishing_mails/60 -> similarity=1083.00, yara_score=0.00, total=1083.00
NO MATCH: phishing_mails/61 -> similarity=470.00, yara_score=0.00, total=470.00
MATCH: phishing_mails/62 -> similarity=1356.00, yara_score=0.00, total=1356.00
MATCH: phishing_mails/63 -> similarity=1044.00, yara_score=0.00, total=1044.00
MATCH: phishing_mails/64 -> similarity=921.00, yara_score=0.00, total=921.00
NO MATCH: phishing_mails/65 -> similarity=688.00, yara_score=0.00, total=688.00
MATCH: phishing_mails/66 -> similarity=1291.00, yara_score=0.00, total=1291.00
NO MATCH: phishing_mails/67 -> similarity=457.00, yara_score=0.00, total=457.00
MATCH: phishing_mails/68 -> similarity=716.00, yara_score=0.00, total=716.00
MATCH: phishing_mails/69 -> similarity=1677.00, yara_score=0.00, total=1677.00
MATCH: phishing_mails/70 -> similarity=1038.00, yara_score=0.00, total=1038.00
MATCH: phishing_mails/71 -> similarity=1268.00, yara_score=0.00, total=1268.00
NO MATCH: phishing_mails/72 -> similarity=661.00, yara_score=0.00, total=661.00
MATCH: phishing_mails/73 -> similarity=2413.00, yara_score=0.00, total=2413.00
NO MATCH: phishing_mails/74 -> similarity=650.00, yara_score=0.00, total=650.00
MATCH: phishing_mails/75 -> similarity=1667.00, yara_score=0.00, total=1667.00
MATCH: phishing_mails/76 -> similarity=1483.00, yara_score=0.00, total=1483.00
NO MATCH: phishing_mails/77 -> similarity=593.00, yara_score=0.00, total=593.00
MATCH: phishing_mails/78 -> similarity=931.00, yara_score=0.00, total=931.00
MATCH: phishing_mails/79 -> similarity=1005.00, yara_score=0.00, total=1005.00
MATCH: phishing_mails/80 -> similarity=1321.00, yara_score=0.00, total=1321.00
MATCH: phishing_mails/81 -> similarity=1417.00, yara_score=0.00, total=1417.00
MATCH: phishing_mails/82 -> similarity=1765.00, yara_score=0.00, total=1765.00
MATCH: phishing_mails/83 -> similarity=700.00, yara_score=0.00, total=700.00
MATCH: phishing_mails/84 -> similarity=1024.00, yara_score=0.00, total=1024.00
MATCH: phishing_mails/85 -> similarity=1055.00, yara_score=0.00, total=1055.00
MATCH: phishing_mails/86 -> similarity=2220.00, yara_score=0.00, total=2220.00
MATCH: phishing_mails/87 -> similarity=819.00, yara_score=0.00, total=819.00
MATCH: phishing_mails/88 -> similarity=2820.00, yara_score=0.00, total=2820.00
MATCH: phishing_mails/89 -> similarity=1632.00, yara_score=0.00, total=1632.00
MATCH: phishing_mails/90 -> similarity=1218.00, yara_score=0.00, total=1218.00
MATCH: phishing_mails/91 -> similarity=2894.00, yara_score=0.00, total=2894.00
MATCH: phishing_mails/92 -> similarity=1355.00, yara_score=0.00, total=1355.00
MATCH: phishing_mails/93 -> similarity=1080.00, yara_score=0.00, total=1080.00
MATCH: phishing_mails/94 -> similarity=1013.00, yara_score=0.00, total=1013.00
MATCH: phishing_mails/95 -> similarity=1224.00, yara_score=0.00, total=1224.00
MATCH: phishing_mails/96 -> similarity=874.00, yara_score=0.00, total=874.00
MATCH: phishing_mails/97 -> similarity=851.00, yara_score=0.00, total=851.00
MATCH: phishing_mails/98 -> similarity=1872.00, yara_score=0.00, total=1872.00
MATCH: phishing_mails/99 -> similarity=3620.00, yara_score=0.00, total=3620.00
MATCH: phishing_mails/100 -> similarity=847.00, yara_score=0.00, total=847.00
NO MATCH: phishing_mails/101 -> similarity=460.00, yara_score=0.00, total=460.00
MATCH: phishing_mails/102 -> similarity=2680.00, yara_score=0.00, total=2680.00
NO MATCH: phishing_mails/103 -> similarity=568.00, yara_score=0.00, total=568.00
MATCH: phishing_mails/104 -> similarity=863.00, yara_score=0.00, total=863.00
MATCH: phishing_mails/105 -> similarity=1274.00, yara_score=0.00, total=1274.00
MATCH: phishing_mails/106 -> similarity=1069.00, yara_score=0.00, total=1069.00
NO MATCH: phishing_mails/107 -> similarity=674.00, yara_score=0.00, total=674.00
MATCH: phishing_mails/108 -> similarity=1212.00, yara_score=0.00, total=1212.00
MATCH: phishing_mails/109 -> similarity=816.00, yara_score=0.00, total=816.00
MATCH: phishing_mails/110 -> similarity=1710.00, yara_score=0.00, total=1710.00
MATCH: phishing_mails/111 -> similarity=2056.00, yara_score=0.00, total=2056.00
MATCH: phishing_mails/112 -> similarity=913.00, yara_score=0.00, total=913.00
MATCH: phishing_mails/113 -> similarity=1951.00, yara_score=0.00, total=1951.00
MATCH: phishing_mails/114 -> similarity=2083.00, yara_score=0.00, total=2083.00
MATCH: phishing_mails/115 -> similarity=1713.00, yara_score=0.00, total=1713.00
MATCH: phishing_mails/116 -> similarity=1510.00, yara_score=0.00, total=1510.00
MATCH: phishing_mails/117 -> similarity=911.00, yara_score=0.00, total=911.00
NO MATCH: phishing_mails/118 -> similarity=442.00, yara_score=0.00, total=442.00
MATCH: phishing_mails/119 -> similarity=736.00, yara_score=0.00, total=736.00
MATCH: phishing_mails/120 -> similarity=1221.00, yara_score=0.00, total=1221.00
MATCH: phishing_mails/121 -> similarity=1087.00, yara_score=0.00, total=1087.00
MATCH: phishing_mails/122 -> similarity=1009.00, yara_score=0.00, total=1009.00
MATCH: phishing_mails/123 -> similarity=1280.00, yara_score=0.00, total=1280.00
MATCH: phishing_mails/124 -> similarity=699.00, yara_score=0.00, total=699.00
MATCH: phishing_mails/125 -> similarity=1388.00, yara_score=0.00, total=1388.00
MATCH: phishing_mails/126 -> similarity=1758.00, yara_score=0.00, total=1758.00
MATCH: phishing_mails/127 -> similarity=2584.00, yara_score=0.00, total=2584.00
MATCH: phishing_mails/128 -> similarity=2851.00, yara_score=0.00, total=2851.00
MATCH: phishing_mails/129 -> similarity=713.00, yara_score=0.00, total=713.00
MATCH: phishing_mails/130 -> similarity=114919.02, yara_score=0.00, total=114919.02
NO MATCH: phishing_mails/131 -> similarity=602.00, yara_score=0.00, total=602.00
NO MATCH: phishing_mails/132 -> similarity=547.00, yara_score=0.00, total=547.00
MATCH: phishing_mails/133 -> similarity=1414.00, yara_score=0.00, total=1414.00
MATCH: phishing_mails/134 -> similarity=931.00, yara_score=0.00, total=931.00
MATCH: phishing_mails/135 -> similarity=1090.00, yara_score=0.00, total=1090.00
MATCH: phishing_mails/136 -> similarity=853.00, yara_score=0.00, total=853.00
MATCH: phishing_mails/137 -> similarity=1395.00, yara_score=0.00, total=1395.00
MATCH: phishing_mails/138 -> similarity=1515.00, yara_score=0.00, total=1515.00
NO MATCH: phishing_mails/139 -> similarity=665.00, yara_score=0.00, total=665.00
MATCH: phishing_mails/140 -> similarity=1073.00, yara_score=0.00, total=1073.00
MATCH: phishing_mails/141 -> similarity=889.00, yara_score=0.00, total=889.00
MATCH: phishing_mails/142 -> similarity=2857.00, yara_score=0.00, total=2857.00
MATCH: phishing_mails/143 -> similarity=1343.00, yara_score=0.00, total=1343.00
MATCH: phishing_mails/144 -> similarity=1433.00, yara_score=0.00, total=1433.00
MATCH: phishing_mails/145 -> similarity=1009.00, yara_score=0.00, total=1009.00
MATCH: phishing_mails/146 -> similarity=1579.00, yara_score=0.00, total=1579.00
MATCH: phishing_mails/147 -> similarity=893.00, yara_score=0.00, total=893.00
MATCH: phishing_mails/148 -> similarity=2792.00, yara_score=0.00, total=2792.00
MATCH: phishing_mails/149 -> similarity=1734.00, yara_score=0.00, total=1734.00
NO MATCH: phishing_mails/150 -> similarity=691.00, yara_score=0.00, total=691.00
MATCH: phishing_mails/151 -> similarity=2035.00, yara_score=0.00, total=2035.00
MATCH: phishing_mails/152 -> similarity=779.00, yara_score=0.00, total=779.00
MATCH: phishing_mails/153 -> similarity=1026.00, yara_score=0.00, total=1026.00
MATCH: phishing_mails/154 -> similarity=2258.00, yara_score=0.00, total=2258.00
NO MATCH: phishing_mails/155 -> similarity=607.00, yara_score=0.00, total=607.00
MATCH: phishing_mails/156 -> similarity=2278.00, yara_score=0.00, total=2278.00
MATCH: phishing_mails/157 -> similarity=1245.00, yara_score=0.00, total=1245.00
MATCH: phishing_mails/158 -> similarity=1251.00, yara_score=0.00, total=1251.00
MATCH: phishing_mails/159 -> similarity=879.00, yara_score=0.00, total=879.00
MATCH: phishing_mails/160 -> similarity=960.00, yara_score=0.00, total=960.00
MATCH: phishing_mails/161 -> similarity=75752.01, yara_score=0.00, total=75752.01
MATCH: phishing_mails/162 -> similarity=1243.00, yara_score=0.00, total=1243.00
MATCH: phishing_mails/163 -> similarity=1477.00, yara_score=0.00, total=1477.00
MATCH: phishing_mails/164 -> similarity=1144.00, yara_score=0.00, total=1144.00
NO MATCH: phishing_mails/165 -> similarity=463.00, yara_score=0.00, total=463.00
MATCH: phishing_mails/166 -> similarity=2041.00, yara_score=0.00, total=2041.00
MATCH: phishing_mails/167 -> similarity=1620.00, yara_score=0.00, total=1620.00
MATCH: phishing_mails/168 -> similarity=1011.00, yara_score=0.00, total=1011.00
NO MATCH: phishing_mails/169 -> similarity=334.00, yara_score=0.00, total=334.00
MATCH: phishing_mails/170 -> similarity=764.00, yara_score=0.00, total=764.00
MATCH: phishing_mails/171 -> similarity=719.00, yara_score=0.00, total=719.00
MATCH: phishing_mails/172 -> similarity=2144.00, yara_score=0.00, total=2144.00
MATCH: phishing_mails/173 -> similarity=2309.00, yara_score=0.00, total=2309.00
MATCH: phishing_mails/174 -> similarity=990.00, yara_score=0.00, total=990.00
MATCH: phishing_mails/175 -> similarity=813.00, yara_score=0.00, total=813.00
MATCH: phishing_mails/176 -> similarity=876.00, yara_score=0.00, total=876.00
MATCH: phishing_mails/177 -> similarity=2708.00, yara_score=0.00, total=2708.00
NO MATCH: phishing_mails/178 -> similarity=652.00, yara_score=0.00, total=652.00
NO MATCH: phishing_mails/179 -> similarity=691.00, yara_score=0.00, total=691.00
MATCH: phishing_mails/180 -> similarity=14464.00, yara_score=0.00, total=14464.00
MATCH: phishing_mails/181 -> similarity=2071.00, yara_score=0.00, total=2071.00
MATCH: phishing_mails/182 -> similarity=2642.00, yara_score=0.00, total=2642.00
MATCH: phishing_mails/183 -> similarity=704.00, yara_score=0.00, total=704.00
MATCH: phishing_mails/184 -> similarity=1952.00, yara_score=0.00, total=1952.00
MATCH: phishing_mails/185 -> similarity=1344.00, yara_score=0.00, total=1344.00
MATCH: phishing_mails/186 -> similarity=6254.00, yara_score=0.00, total=6254.00
NO MATCH: phishing_mails/187 -> similarity=449.00, yara_score=0.00, total=449.00
NO MATCH: phishing_mails/188 -> similarity=696.00, yara_score=0.00, total=696.00
NO MATCH: phishing_mails/189 -> similarity=333.00, yara_score=0.00, total=333.00
MATCH: phishing_mails/190 -> similarity=1054.00, yara_score=0.00, total=1054.00
NO MATCH: phishing_mails/191 -> similarity=633.00, yara_score=0.00, total=633.00
NO MATCH: phishing_mails/192 -> similarity=624.00, yara_score=0.00, total=624.00
NO MATCH: phishing_mails/193 -> similarity=417.00, yara_score=0.00, total=417.00
MATCH: phishing_mails/194 -> similarity=867.00, yara_score=0.00, total=867.00
MATCH: phishing_mails/195 -> similarity=1703.00, yara_score=0.00, total=1703.00
NO MATCH: phishing_mails/196 -> similarity=419.00, yara_score=0.00, total=419.00
NO MATCH: phishing_mails/197 -> similarity=493.00, yara_score=0.00, total=493.00
MATCH: phishing_mails/198 -> similarity=1181.00, yara_score=0.00, total=1181.00
NO MATCH: phishing_mails/199 -> similarity=689.00, yara_score=0.00, total=689.00
MATCH: phishing_mails/200 -> similarity=3281.00, yara_score=0.00, total=3281.00
NO MATCH: phishing_mails/201 -> similarity=670.00, yara_score=0.00, total=670.00
MATCH: phishing_mails/202 -> similarity=2087.00, yara_score=0.00, total=2087.00
NO MATCH: phishing_mails/203 -> similarity=531.00, yara_score=0.00, total=531.00
MATCH: phishing_mails/204 -> similarity=2228.00, yara_score=0.00, total=2228.00
MATCH: phishing_mails/205 -> similarity=963.00, yara_score=0.00, total=963.00
NO MATCH: phishing_mails/206 -> similarity=689.00, yara_score=0.00, total=689.00
MATCH: phishing_mails/207 -> similarity=58301.01, yara_score=0.00, total=58301.01
MATCH: phishing_mails/208 -> similarity=1013.00, yara_score=0.00, total=1013.00
MATCH: phishing_mails/209 -> similarity=739.00, yara_score=0.00, total=739.00
MATCH: phishing_mails/210 -> similarity=1714.00, yara_score=0.00, total=1714.00
NO MATCH: phishing_mails/211 -> similarity=513.00, yara_score=0.00, total=513.00
MATCH: phishing_mails/212 -> similarity=18735.00, yara_score=0.00, total=18735.00
MATCH: phishing_mails/213 -> similarity=2184.00, yara_score=0.00, total=2184.00
MATCH: phishing_mails/214 -> similarity=875.00, yara_score=0.00, total=875.00
MATCH: phishing_mails/215 -> similarity=766.00, yara_score=0.00, total=766.00
NO MATCH: phishing_mails/216 -> similarity=679.00, yara_score=0.00, total=679.00
MATCH: phishing_mails/217 -> similarity=1413.00, yara_score=0.00, total=1413.00
MATCH: phishing_mails/218 -> similarity=1203.00, yara_score=0.00, total=1203.00
MATCH: phishing_mails/219 -> similarity=915.00, yara_score=0.00, total=915.00
MATCH: phishing_mails/220 -> similarity=1203.00, yara_score=0.00, total=1203.00
MATCH: phishing_mails/221 -> similarity=2806.00, yara_score=0.00, total=2806.00
MATCH: phishing_mails/222 -> similarity=4582.00, yara_score=0.00, total=4582.00
NO MATCH: phishing_mails/223 -> similarity=460.00, yara_score=0.00, total=460.00
NO MATCH: phishing_mails/224 -> similarity=695.00, yara_score=0.00, total=695.00
NO MATCH: phishing_mails/225 -> similarity=356.00, yara_score=0.00, total=356.00
MATCH: phishing_mails/226 -> similarity=1459.00, yara_score=0.00, total=1459.00
NO MATCH: phishing_mails/227 -> similarity=384.00, yara_score=0.00, total=384.00
NO MATCH: phishing_mails/228 -> similarity=679.00, yara_score=0.00, total=679.00
MATCH: phishing_mails/229 -> similarity=930.00, yara_score=0.00, total=930.00
MATCH: phishing_mails/230 -> similarity=1028.00, yara_score=0.00, total=1028.00
NO MATCH: phishing_mails/231 -> similarity=393.00, yara_score=0.00, total=393.00
MATCH: phishing_mails/232 -> similarity=781.00, yara_score=0.00, total=781.00
MATCH: phishing_mails/233 -> similarity=1207.00, yara_score=0.00, total=1207.00
MATCH: phishing_mails/234 -> similarity=731.00, yara_score=0.00, total=731.00
MATCH: phishing_mails/235 -> similarity=717.00, yara_score=0.00, total=717.00
NO MATCH: phishing_mails/236 -> similarity=547.00, yara_score=0.00, total=547.00
NO MATCH: phishing_mails/237 -> similarity=527.00, yara_score=0.00, total=527.00
NO MATCH: phishing_mails/238 -> similarity=640.00, yara_score=0.00, total=640.00
NO MATCH: phishing_mails/239 -> similarity=544.00, yara_score=0.00, total=544.00
NO MATCH: phishing_mails/240 -> similarity=688.00, yara_score=0.00, total=688.00
MATCH: phishing_mails/241 -> similarity=1155.00, yara_score=0.00, total=1155.00
MATCH: phishing_mails/242 -> similarity=867.00, yara_score=0.00, total=867.00
NO MATCH: phishing_mails/243 -> similarity=593.00, yara_score=0.00, total=593.00
MATCH: phishing_mails/244 -> similarity=1337.00, yara_score=0.00, total=1337.00
NO MATCH: phishing_mails/245 -> similarity=596.00, yara_score=0.00, total=596.00
NO MATCH: phishing_mails/246 -> similarity=575.00, yara_score=0.00, total=575.00
MATCH: phishing_mails/247 -> similarity=1165.00, yara_score=0.00, total=1165.00
MATCH: phishing_mails/248 -> similarity=986.00, yara_score=0.00, total=986.00
MATCH: phishing_mails/249 -> similarity=2126.00, yara_score=0.00, total=2126.00
MATCH: phishing_mails/250 -> similarity=1263.00, yara_score=0.00, total=1263.00
NO MATCH: phishing_mails/251 -> similarity=679.00, yara_score=0.00, total=679.00
MATCH: phishing_mails/252 -> similarity=1087.00, yara_score=0.00, total=1087.00
NO MATCH: phishing_mails/253 -> similarity=604.00, yara_score=0.00, total=604.00
MATCH: phishing_mails/254 -> similarity=797.00, yara_score=0.00, total=797.00
MATCH: phishing_mails/255 -> similarity=2274.00, yara_score=0.00, total=2274.00
MATCH: phishing_mails/256 -> similarity=2398.00, yara_score=0.00, total=2398.00
MATCH: phishing_mails/257 -> similarity=769.00, yara_score=0.00, total=769.00
MATCH: phishing_mails/258 -> similarity=2476.00, yara_score=0.00, total=2476.00
MATCH: phishing_mails/259 -> similarity=1309.00, yara_score=0.00, total=1309.00
MATCH: phishing_mails/260 -> similarity=1155.00, yara_score=0.00, total=1155.00
MATCH: phishing_mails/261 -> similarity=1038.00, yara_score=0.00, total=1038.00
NO MATCH: phishing_mails/262 -> similarity=602.00, yara_score=0.00, total=602.00
MATCH: phishing_mails/263 -> similarity=1462.00, yara_score=0.00, total=1462.00
MATCH: phishing_mails/264 -> similarity=1601.00, yara_score=0.00, total=1601.00
MATCH: phishing_mails/265 -> similarity=2028.00, yara_score=0.00, total=2028.00
MATCH: phishing_mails/266 -> similarity=1772.00, yara_score=0.00, total=1772.00
MATCH: phishing_mails/267 -> similarity=914.00, yara_score=0.00, total=914.00
NO MATCH: phishing_mails/268 -> similarity=585.00, yara_score=0.00, total=585.00
MATCH: phishing_mails/269 -> similarity=796.00, yara_score=0.00, total=796.00
MATCH: phishing_mails/270 -> similarity=985.00, yara_score=0.00, total=985.00
MATCH: phishing_mails/271 -> similarity=1028.00, yara_score=0.00, total=1028.00
MATCH: phishing_mails/272 -> similarity=5244.00, yara_score=0.00, total=5244.00
MATCH: phishing_mails/273 -> similarity=1303.00, yara_score=0.00, total=1303.00
MATCH: phishing_mails/274 -> similarity=1227.00, yara_score=0.00, total=1227.00
MATCH: phishing_mails/275 -> similarity=821.00, yara_score=0.00, total=821.00
MATCH: phishing_mails/276 -> similarity=797.00, yara_score=0.00, total=797.00
MATCH: phishing_mails/277 -> similarity=1313.00, yara_score=0.00, total=1313.00
MATCH: phishing_mails/278 -> similarity=6731.00, yara_score=0.00, total=6731.00
MATCH: phishing_mails/279 -> similarity=1002.00, yara_score=0.00, total=1002.00
MATCH: phishing_mails/280 -> similarity=1855.00, yara_score=0.00, total=1855.00
MATCH: phishing_mails/281 -> similarity=888.00, yara_score=0.00, total=888.00
MATCH: phishing_mails/282 -> similarity=1510.00, yara_score=0.00, total=1510.00
MATCH: phishing_mails/283 -> similarity=1064.00, yara_score=0.00, total=1064.00
MATCH: phishing_mails/284 -> similarity=1393.00, yara_score=0.00, total=1393.00
MATCH: phishing_mails/285 -> similarity=1062.00, yara_score=0.00, total=1062.00
MATCH: phishing_mails/286 -> similarity=989.00, yara_score=0.00, total=989.00
MATCH: phishing_mails/287 -> similarity=1319.00, yara_score=0.00, total=1319.00
NO MATCH: phishing_mails/288 -> similarity=510.00, yara_score=0.00, total=510.00
MATCH: phishing_mails/289 -> similarity=2035.00, yara_score=0.00, total=2035.00
MATCH: phishing_mails/290 -> similarity=1486.00, yara_score=0.00, total=1486.00
MATCH: phishing_mails/291 -> similarity=884.00, yara_score=0.00, total=884.00
MATCH: phishing_mails/292 -> similarity=1058.00, yara_score=0.00, total=1058.00
MATCH: phishing_mails/293 -> similarity=1018.00, yara_score=0.00, total=1018.00
MATCH: phishing_mails/294 -> similarity=2181.00, yara_score=0.00, total=2181.00
MATCH: phishing_mails/295 -> similarity=1233.00, yara_score=0.00, total=1233.00
MATCH: phishing_mails/296 -> similarity=2569.00, yara_score=0.00, total=2569.00
NO MATCH: phishing_mails/297 -> similarity=459.00, yara_score=0.00, total=459.00
MATCH: phishing_mails/298 -> similarity=1113.00, yara_score=0.00, total=1113.00
MATCH: phishing_mails/299 -> similarity=1290.00, yara_score=0.00, total=1290.00
MATCH: phishing_mails/300 -> similarity=10716.00, yara_score=0.00, total=10716.00
NO MATCH: phishing_mails/301 -> similarity=612.00, yara_score=0.00, total=612.00
NO MATCH: phishing_mails/302 -> similarity=385.00, yara_score=0.00, total=385.00
MATCH: phishing_mails/303 -> similarity=959.00, yara_score=0.00, total=959.00
MATCH: phishing_mails/304 -> similarity=927.00, yara_score=0.00, total=927.00
MATCH: phishing_mails/305 -> similarity=1252.00, yara_score=0.00, total=1252.00
NO MATCH: phishing_mails/306 -> similarity=468.00, yara_score=0.00, total=468.00
MATCH: phishing_mails/307 -> similarity=1149.00, yara_score=0.00, total=1149.00
NO MATCH: phishing_mails/308 -> similarity=656.00, yara_score=0.00, total=656.00
MATCH: phishing_mails/309 -> similarity=2202.00, yara_score=0.00, total=2202.00
MATCH: phishing_mails/310 -> similarity=1747.00, yara_score=0.00, total=1747.00
MATCH: phishing_mails/311 -> similarity=1025.00, yara_score=0.00, total=1025.00
MATCH: phishing_mails/312 -> similarity=1676.00, yara_score=0.00, total=1676.00
MATCH: phishing_mails/313 -> similarity=856.00, yara_score=0.00, total=856.00
MATCH: phishing_mails/314 -> similarity=1193.00, yara_score=0.00, total=1193.00
MATCH: phishing_mails/315 -> similarity=1667.00, yara_score=0.00, total=1667.00
MATCH: phishing_mails/316 -> similarity=1051.00, yara_score=0.00, total=1051.00
NO MATCH: phishing_mails/317 -> similarity=414.00, yara_score=0.00, total=414.00
MATCH: phishing_mails/318 -> similarity=2323.00, yara_score=0.00, total=2323.00
MATCH: phishing_mails/319 -> similarity=2645.00, yara_score=0.00, total=2645.00
MATCH: phishing_mails/320 -> similarity=744.00, yara_score=0.00, total=744.00
MATCH: phishing_mails/321 -> similarity=1179.00, yara_score=0.00, total=1179.00
NO MATCH: phishing_mails/322 -> similarity=541.00, yara_score=0.00, total=541.00
MATCH: phishing_mails/323 -> similarity=798.00, yara_score=0.00, total=798.00
MATCH: phishing_mails/324 -> similarity=3432.00, yara_score=0.00, total=3432.00
MATCH: phishing_mails/325 -> similarity=2843.00, yara_score=0.00, total=2843.00
NO MATCH: phishing_mails/326 -> similarity=689.00, yara_score=0.00, total=689.00
MATCH: phishing_mails/327 -> similarity=4664.00, yara_score=0.00, total=4664.00
MATCH: phishing_mails/328 -> similarity=1252.00, yara_score=0.00, total=1252.00
MATCH: phishing_mails/329 -> similarity=2889.00, yara_score=0.00, total=2889.00
MATCH: phishing_mails/330 -> similarity=1249.00, yara_score=0.00, total=1249.00
NO MATCH: phishing_mails/331 -> similarity=583.00, yara_score=0.00, total=583.00
MATCH: phishing_mails/332 -> similarity=2255.00, yara_score=0.00, total=2255.00
MATCH: phishing_mails/333 -> similarity=24526.00, yara_score=0.00, total=24526.00
MATCH: phishing_mails/334 -> similarity=2280.00, yara_score=0.00, total=2280.00
MATCH: phishing_mails/335 -> similarity=301087.04, yara_score=0.00, total=301087.04
MATCH: phishing_mails/336 -> similarity=1397.00, yara_score=0.00, total=1397.00
NO MATCH: phishing_mails/337 -> similarity=690.00, yara_score=0.00, total=690.00
MATCH: phishing_mails/338 -> similarity=817.00, yara_score=0.00, total=817.00
MATCH: phishing_mails/339 -> similarity=1266.00, yara_score=0.00, total=1266.00
MATCH: phishing_mails/340 -> similarity=1127.00, yara_score=0.00, total=1127.00
MATCH: phishing_mails/341 -> similarity=2800.00, yara_score=0.00, total=2800.00
MATCH: phishing_mails/342 -> similarity=1334.00, yara_score=0.00, total=1334.00
